type,location,cause,metrics,year,val,,
country,Indonesia,Non-optimal temperature,Number,2005,6142.174603,,
country,Indonesia,Non-optimal temperature,Percent,2005,0.004028036,,
country,Indonesia,Non-optimal temperature,Number,2006,7050.821702,,
country,Indonesia,Non-optimal temperature,Percent,2006,0.004553699,,
country,Indonesia,Non-optimal temperature,Number,2007,6521.225389,,
country,Indonesia,Non-optimal temperature,Percent,2007,0.004183404,,
country,Indonesia,Non-optimal temperature,Number,2008,6735.65616,,
country,Indonesia,Non-optimal temperature,Percent,2008,0.004275833,,
country,Indonesia,Non-optimal temperature,Number,2009,7412.889537,,
country,Indonesia,Non-optimal temperature,Percent,2009,0.00465101,,
country,Indonesia,Non-optimal temperature,Number,2010,6133.366119,,
country,Indonesia,Non-optimal temperature,Percent,2010,0.003816701,,
country,Indonesia,Non-optimal temperature,Number,2011,7104.143958,,
country,Indonesia,Non-optimal temperature,Percent,2011,0.0044058,,
country,Indonesia,Non-optimal temperature,Number,2012,7634.634503,,
country,Indonesia,Non-optimal temperature,Percent,2012,0.004706794,,
country,Indonesia,Non-optimal temperature,Number,2013,7206.921459,,
country,Indonesia,Non-optimal temperature,Percent,2013,0.004407937,,
country,Indonesia,Non-optimal temperature,Number,2014,8079.808242,,
country,Indonesia,Non-optimal temperature,Percent,2014,0.004898437,,
country,Indonesia,Non-optimal temperature,Number,2015,8582.624136,,
country,Indonesia,Non-optimal temperature,Percent,2015,0.005140185,,
country,Indonesia,Non-optimal temperature,Number,2016,8060.427256,,
country,Indonesia,Non-optimal temperature,Percent,2016,0.004768911,,
country,Indonesia,Non-optimal temperature,Number,2017,8125.624438,,
country,Indonesia,Non-optimal temperature,Percent,2017,0.004737728,,
country,Indonesia,Non-optimal temperature,Number,2018,9393.722444,,
country,Indonesia,Non-optimal temperature,Percent,2018,0.005374545,,
country,Indonesia,Non-optimal temperature,Number,2019,10381.79132,,
country,Indonesia,Non-optimal temperature,Percent,2019,0.005854873,,
country,Indonesia,Non-optimal temperature,Number,2020,9359.321174,,
country,Indonesia,Non-optimal temperature,Percent,2020,0.004826059,,
country,Indonesia,Non-optimal temperature,Number,2021,8909.866596,,
country,Indonesia,Non-optimal temperature,Percent,2021,0.004069981,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1990,37185.22611,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1990,0.042450419,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1991,34595.76972,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1991,0.039631507,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1992,32372.69249,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1992,0.03650083,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1993,31073.25656,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1993,0.033843325,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1994,28572.8233,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1994,0.030766909,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1995,25577.54477,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1995,0.027136273,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1996,22651.10475,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1996,0.023693252,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1997,20173.08683,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1997,0.021072315,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1998,19170.0256,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1998,0.019702895,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,1999,17315.00004,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,1999,0.017572596,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2000,15284.66828,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2000,0.015389321,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2001,14230.9485,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2001,0.014103232,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2002,13585.398,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2002,0.013224687,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2003,13101.66665,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2003,0.012515719,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2004,12466.44719,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2004,0.011709548,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2005,11919.28375,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2005,0.011242945,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2006,11589.05635,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2006,0.010737103,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2007,10765.43759,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2007,0.009797328,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2008,10236.24778,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2008,0.009119499,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2009,9853.076633,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2009,0.008554197,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2010,9376.610626,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2010,0.007951897,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2011,8914.4254,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2011,0.007377657,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2012,8881.622035,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2012,0.007277827,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2013,9068.850619,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2013,0.00730185,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2014,8767.48218,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2014,0.006956007,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2015,8887.979946,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2015,0.006898434,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2016,9191.889094,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2016,0.006894115,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2017,8917.996969,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2017,0.006690233,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2018,8767.608411,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2018,0.006521989,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2019,8792.865608,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2019,0.006420316,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2020,8040.912657,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2020,0.00506734,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Number,2021,7583.207204,,
country,Brazil,"Unsafe water, sanitation, and handwashing",Percent,2021,0.004220298,,
country,Russian Federation,Environmental/occupational risks,Number,1990,308354.1504,,
country,Russian Federation,Environmental/occupational risks,Percent,1990,0.188417586,,
country,Russian Federation,Environmental/occupational risks,Number,1991,305898.6086,,
country,Russian Federation,Environmental/occupational risks,Percent,1991,0.183500148,,
country,Russian Federation,Environmental/occupational risks,Number,1992,324423.6182,,
country,Russian Federation,Environmental/occupational risks,Percent,1992,0.180368078,,
country,Russian Federation,Environmental/occupational risks,Number,1993,376503.4,,
country,Russian Federation,Environmental/occupational risks,Percent,1993,0.177096668,,
country,Russian Federation,Environmental/occupational risks,Number,1994,401191.2364,,
country,Russian Federation,Environmental/occupational risks,Percent,1994,0.173366076,,
country,Russian Federation,Environmental/occupational risks,Number,1995,377683.1903,,
country,Russian Federation,Environmental/occupational risks,Percent,1995,0.170406751,,
country,Russian Federation,Environmental/occupational risks,Number,1996,359748.2393,,
country,Russian Federation,Environmental/occupational risks,Percent,1996,0.172701528,,
country,Russian Federation,Environmental/occupational risks,Number,1997,345305.8279,,
country,Russian Federation,Environmental/occupational risks,Percent,1997,0.174568574,,
country,Russian Federation,Environmental/occupational risks,Number,1998,340591.6924,,
country,Russian Federation,Environmental/occupational risks,Percent,1998,0.173514348,,
country,Russian Federation,Environmental/occupational risks,Number,1999,363608.401,,
country,Russian Federation,Environmental/occupational risks,Percent,1999,0.170688018,,
country,Russian Federation,Environmental/occupational risks,Number,2000,376094.603,,
country,Russian Federation,Environmental/occupational risks,Percent,2000,0.168898295,,
country,Russian Federation,Environmental/occupational risks,Number,2001,372885.8165,,
country,Russian Federation,Environmental/occupational risks,Percent,2001,0.164829414,,
country,Russian Federation,Environmental/occupational risks,Number,2002,372184.3407,,
country,Russian Federation,Environmental/occupational risks,Percent,2002,0.160332152,,
country,Russian Federation,Environmental/occupational risks,Number,2003,362003.602,,
country,Russian Federation,Environmental/occupational risks,Percent,2003,0.153860661,,
country,Russian Federation,Environmental/occupational risks,Number,2004,335106.482,,
country,Russian Federation,Environmental/occupational risks,Percent,2004,0.145884545,,
country,Russian Federation,Environmental/occupational risks,Number,2005,333962.2719,,
country,Russian Federation,Environmental/occupational risks,Percent,2005,0.140503725,,
country,Russian Federation,Environmental/occupational risks,Number,2006,307580.4351,,
country,Russian Federation,Environmental/occupational risks,Percent,2006,0.13971486,,
country,Russian Federation,Environmental/occupational risks,Number,2007,294123.8882,,
country,Russian Federation,Environmental/occupational risks,Percent,2007,0.139554988,,
country,Russian Federation,Environmental/occupational risks,Number,2008,294185.2152,,
country,Russian Federation,Environmental/occupational risks,Percent,2008,0.138966244,,
country,Russian Federation,Environmental/occupational risks,Number,2009,282390.0559,,
country,Russian Federation,Environmental/occupational risks,Percent,2009,0.138996123,,
country,Russian Federation,Environmental/occupational risks,Number,2010,283544.7073,,
country,Russian Federation,Environmental/occupational risks,Percent,2010,0.13823931,,
country,Russian Federation,Environmental/occupational risks,Number,2011,264792.4492,,
country,Russian Federation,Environmental/occupational risks,Percent,2011,0.137361849,,
country,Russian Federation,Environmental/occupational risks,Number,2012,249980.0063,,
country,Russian Federation,Environmental/occupational risks,Percent,2012,0.132059089,,
country,Russian Federation,Environmental/occupational risks,Number,2013,240539.0535,,
country,Russian Federation,Environmental/occupational risks,Percent,2013,0.129121334,,
country,Russian Federation,Environmental/occupational risks,Number,2014,236619.5626,,
country,Russian Federation,Environmental/occupational risks,Percent,2014,0.125323852,,
country,Russian Federation,Environmental/occupational risks,Number,2015,228387.6359,,
country,Russian Federation,Environmental/occupational risks,Percent,2015,0.122404854,,
country,Russian Federation,Environmental/occupational risks,Number,2016,222845.388,,
country,Russian Federation,Environmental/occupational risks,Percent,2016,0.120514035,,
country,Russian Federation,Environmental/occupational risks,Number,2017,211499.7938,,
country,Russian Federation,Environmental/occupational risks,Percent,2017,0.119191547,,
country,Russian Federation,Environmental/occupational risks,Number,2018,206631.2536,,
country,Russian Federation,Environmental/occupational risks,Percent,2018,0.115646362,,
country,Russian Federation,Environmental/occupational risks,Number,2019,199681.8797,,
country,Russian Federation,Environmental/occupational risks,Percent,2019,0.113002243,,
country,Russian Federation,Environmental/occupational risks,Number,2020,192889.2221,,
country,Russian Federation,Environmental/occupational risks,Percent,2020,0.091892538,,
country,Russian Federation,Environmental/occupational risks,Number,2021,198101.49,,
country,Russian Federation,Environmental/occupational risks,Percent,2021,0.082054194,,
country,Russian Federation,Non-optimal temperature,Number,1990,61472.80922,,
country,Russian Federation,Non-optimal temperature,Percent,1990,0.037562255,,
country,Russian Federation,Non-optimal temperature,Number,1991,59701.98133,,
country,Russian Federation,Non-optimal temperature,Percent,1991,0.035813652,,
country,Russian Federation,Non-optimal temperature,Number,1992,67216.51108,,
country,Russian Federation,Non-optimal temperature,Percent,1992,0.037370059,,
country,Russian Federation,Non-optimal temperature,Number,1993,78962.0701,,
country,Russian Federation,Non-optimal temperature,Percent,1993,0.037141876,,
country,Russian Federation,Non-optimal temperature,Number,1994,81874.2512,,
country,Russian Federation,Non-optimal temperature,Percent,1994,0.035380062,,
country,Russian Federation,Non-optimal temperature,Number,1995,75696.11956,,
country,Russian Federation,Non-optimal temperature,Percent,1995,0.034153025,,
country,Russian Federation,Non-optimal temperature,Number,1996,77432.12761,,
country,Russian Federation,Non-optimal temperature,Percent,1996,0.037172193,,
country,Russian Federation,Non-optimal temperature,Number,1997,75900.10057,,
country,Russian Federation,Non-optimal temperature,Percent,1997,0.038370955,,
country,Russian Federation,Non-optimal temperature,Number,1998,75210.24758,,
country,Russian Federation,Non-optimal temperature,Percent,1998,0.038316287,,
country,Russian Federation,Non-optimal temperature,Number,1999,80280.5296,,
country,Russian Federation,Non-optimal temperature,Percent,1999,0.03768575,,
country,Russian Federation,Non-optimal temperature,Number,2000,85175.91516,,
country,Russian Federation,Non-optimal temperature,Percent,2000,0.038251447,,
country,Russian Federation,Non-optimal temperature,Number,2001,85607.4662,,
country,Russian Federation,Non-optimal temperature,Percent,2001,0.037842046,,
country,Russian Federation,Non-optimal temperature,Number,2002,91141.56842,,
country,Russian Federation,Non-optimal temperature,Percent,2002,0.039262498,,
country,Russian Federation,Non-optimal temperature,Number,2003,93870.09621,,
country,Russian Federation,Non-optimal temperature,Percent,2003,0.039896858,,
country,Russian Federation,Non-optimal temperature,Number,2004,89141.19273,,
country,Russian Federation,Non-optimal temperature,Percent,2004,0.038806778,,
country,Russian Federation,Non-optimal temperature,Number,2005,90428.7133,,
country,Russian Federation,Non-optimal temperature,Percent,2005,0.038044806,,
country,Russian Federation,Non-optimal temperature,Number,2006,85324.049,,
country,Russian Federation,Non-optimal temperature,Percent,2006,0.038757317,,
country,Russian Federation,Non-optimal temperature,Number,2007,82108.77447,,
country,Russian Federation,Non-optimal temperature,Percent,2007,0.038958984,,
country,Russian Federation,Non-optimal temperature,Number,2008,82232.09433,,
country,Russian Federation,Non-optimal temperature,Percent,2008,0.038844675,,
country,Russian Federation,Non-optimal temperature,Number,2009,80449.23295,,
country,Russian Federation,Non-optimal temperature,Percent,2009,0.039598089,,
country,Russian Federation,Non-optimal temperature,Number,2010,80995.94685,,
country,Russian Federation,Non-optimal temperature,Percent,2010,0.039488548,,
country,Russian Federation,Non-optimal temperature,Number,2011,76795.57785,,
country,Russian Federation,Non-optimal temperature,Percent,2011,0.039837823,,
country,Russian Federation,Non-optimal temperature,Number,2012,70931.32584,,
country,Russian Federation,Non-optimal temperature,Percent,2012,0.037471419,,
country,Russian Federation,Non-optimal temperature,Number,2013,72166.03132,,
country,Russian Federation,Non-optimal temperature,Percent,2013,0.038738603,,
country,Russian Federation,Non-optimal temperature,Number,2014,74534.03943,,
country,Russian Federation,Non-optimal temperature,Percent,2014,0.03947612,,
country,Russian Federation,Non-optimal temperature,Number,2015,73262.46818,,
country,Russian Federation,Non-optimal temperature,Percent,2015,0.039265285,,
country,Russian Federation,Non-optimal temperature,Number,2016,72844.51301,,
country,Russian Federation,Non-optimal temperature,Percent,2016,0.039394488,,
country,Russian Federation,Non-optimal temperature,Number,2017,71947.51574,,
country,Russian Federation,Non-optimal temperature,Percent,2017,0.040545854,,
country,Russian Federation,Non-optimal temperature,Number,2018,69922.22981,,
country,Russian Federation,Non-optimal temperature,Percent,2018,0.039133638,,
country,Russian Federation,Non-optimal temperature,Number,2019,68147.48475,,
country,Russian Federation,Non-optimal temperature,Percent,2019,0.038565127,,
country,Russian Federation,Non-optimal temperature,Number,2020,66686.82963,,
country,Russian Federation,Non-optimal temperature,Percent,2020,0.031769718,,
country,Russian Federation,Non-optimal temperature,Number,2021,68711.7591,,
country,Russian Federation,Non-optimal temperature,Percent,2021,0.028460373,,
country,Brazil,Environmental/occupational risks,Number,1990,163714.8464,,
country,Brazil,Environmental/occupational risks,Percent,1990,0.186947258,,
country,Brazil,Environmental/occupational risks,Number,1991,158077.37,,
country,Brazil,Environmental/occupational risks,Percent,1991,0.181154138,,
country,Brazil,Environmental/occupational risks,Number,1992,157109.1718,,
country,Brazil,Environmental/occupational risks,Percent,1992,0.17721308,,
country,Brazil,Environmental/occupational risks,Number,1993,159571.1106,,
country,Brazil,Environmental/occupational risks,Percent,1993,0.17384701,,
country,Brazil,Environmental/occupational risks,Number,1994,155916.1537,,
country,Brazil,Environmental/occupational risks,Percent,1994,0.167936371,,
country,Brazil,Environmental/occupational risks,Number,1995,153132.069,,
country,Brazil,Environmental/occupational risks,Percent,1995,0.162520476,,
country,Brazil,Environmental/occupational risks,Number,1996,151586.7431,,
country,Brazil,Environmental/occupational risks,Percent,1996,0.158609232,,
country,Brazil,Environmental/occupational risks,Number,1997,147269.4059,,
country,Brazil,Environmental/occupational risks,Percent,1997,0.153877204,,
country,Brazil,Environmental/occupational risks,Number,1998,149136.8835,,
country,Brazil,Environmental/occupational risks,Percent,1998,0.153323267,,
country,Brazil,Environmental/occupational risks,Number,1999,147090.0942,,
country,Brazil,Environmental/occupational risks,Percent,1999,0.149314292,,
country,Brazil,Environmental/occupational risks,Number,2000,143391.8032,,
country,Brazil,Environmental/occupational risks,Percent,2000,0.144406697,,
country,Brazil,Environmental/occupational risks,Number,2001,142237.796,,
country,Brazil,Environmental/occupational risks,Percent,2001,0.140997278,,
country,Brazil,Environmental/occupational risks,Number,2002,142249.4722,,
country,Brazil,Environmental/occupational risks,Percent,2002,0.138517382,,
country,Brazil,Environmental/occupational risks,Number,2003,144706.7988,,
country,Brazil,Environmental/occupational risks,Percent,2003,0.138280907,,
country,Brazil,Environmental/occupational risks,Number,2004,145318.8715,,
country,Brazil,Environmental/occupational risks,Percent,2004,0.136527963,,
country,Brazil,Environmental/occupational risks,Number,2005,141352.4994,,
country,Brazil,Environmental/occupational risks,Percent,2005,0.133363753,,
country,Brazil,Environmental/occupational risks,Number,2006,142428.5492,,
country,Brazil,Environmental/occupational risks,Percent,2006,0.131983075,,
country,Brazil,Environmental/occupational risks,Number,2007,141828.3377,,
country,Brazil,Environmental/occupational risks,Percent,2007,0.129104068,,
country,Brazil,Environmental/occupational risks,Number,2008,142421.74,,
country,Brazil,Environmental/occupational risks,Percent,2008,0.12690504,,
country,Brazil,Environmental/occupational risks,Number,2009,142939.6146,,
country,Brazil,Environmental/occupational risks,Percent,2009,0.124107736,,
country,Brazil,Environmental/occupational risks,Number,2010,144908.707,,
country,Brazil,Environmental/occupational risks,Percent,2010,0.122889684,,
country,Brazil,Environmental/occupational risks,Number,2011,143507.4837,,
country,Brazil,Environmental/occupational risks,Percent,2011,0.118779222,,
country,Brazil,Environmental/occupational risks,Number,2012,140217.6466,,
country,Brazil,Environmental/occupational risks,Percent,2012,0.114916555,,
country,Brazil,Environmental/occupational risks,Number,2013,139030.6479,,
country,Brazil,Environmental/occupational risks,Percent,2013,0.111948128,,
country,Brazil,Environmental/occupational risks,Number,2014,134392.6038,,
country,Brazil,Environmental/occupational risks,Percent,2014,0.106645972,,
country,Brazil,Environmental/occupational risks,Number,2015,135396.7148,,
country,Brazil,Environmental/occupational risks,Percent,2015,0.105089441,,
country,Brazil,Environmental/occupational risks,Number,2016,140694.5607,,
country,Brazil,Environmental/occupational risks,Percent,2016,0.105520877,,
country,Brazil,Environmental/occupational risks,Number,2017,137415.4485,,
country,Brazil,Environmental/occupational risks,Percent,2017,0.103099202,,
country,Brazil,Environmental/occupational risks,Number,2018,137075.2405,,
country,Brazil,Environmental/occupational risks,Percent,2018,0.101972706,,
country,Brazil,Environmental/occupational risks,Number,2019,139196.9464,,
country,Brazil,Environmental/occupational risks,Percent,2019,0.101641106,,
country,Brazil,Environmental/occupational risks,Number,2020,139255.6181,,
country,Brazil,Environmental/occupational risks,Percent,2020,0.087758342,,
country,Brazil,Environmental/occupational risks,Number,2021,138800.1989,,
country,Brazil,Environmental/occupational risks,Percent,2021,0.0772443,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1990,29262.69791,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1990,0.062780351,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1991,26252.19048,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1991,0.058014991,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1992,23419.90513,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1992,0.05359268,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1993,20537.81784,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1993,0.047215799,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1994,17982.0552,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1994,0.041519541,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1995,15949.46536,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1995,0.037717594,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1996,13640.22958,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1996,0.032791532,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1997,12318.56197,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1997,0.029434828,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1998,11347.7772,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1998,0.027035906,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,1999,10685.68666,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,1999,0.02537529,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2000,9943.52222,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2000,0.024093574,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2001,9126.816889,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2001,0.021232952,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2002,8277.224267,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2002,0.018687525,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2003,7604.762968,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2003,0.016727921,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2004,7000.488748,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2004,0.015382855,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2005,6466.167814,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2005,0.014188933,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2006,6148.93329,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2006,0.013177222,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2007,6000.286644,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2007,0.0127394,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2008,5854.475287,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2008,0.012066459,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2009,5863.564423,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2009,0.011656478,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2010,5736.735364,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2010,0.011163363,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2011,5520.478607,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2011,0.01058518,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2012,5285.199135,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2012,0.009877297,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2013,5123.885698,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2013,0.009528371,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2014,4698.430993,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2014,0.008596787,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2015,4462.465043,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2015,0.007908219,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2016,4146.987472,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2016,0.007526395,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2017,3837.612107,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2017,0.007122035,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2018,3580.24858,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2018,0.006545859,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2019,3357.790088,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2019,0.006080561,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2020,2930.196179,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2020,0.004534522,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Number,2021,2637.198359,,
country,Egypt,"Unsafe water, sanitation, and handwashing",Percent,2021,0.003705566,,
country,Brazil,Non-optimal temperature,Number,1990,10997.4726,,
country,Brazil,Non-optimal temperature,Percent,1990,0.012559071,,
country,Brazil,Non-optimal temperature,Number,1991,10127.91591,,
country,Brazil,Non-optimal temperature,Percent,1991,0.011607079,,
country,Brazil,Non-optimal temperature,Number,1992,10616.2708,,
country,Brazil,Non-optimal temperature,Percent,1992,0.011975184,,
country,Brazil,Non-optimal temperature,Number,1993,11630.87177,,
country,Brazil,Non-optimal temperature,Percent,1993,0.01267244,,
country,Brazil,Non-optimal temperature,Number,1994,10870.16103,,
country,Brazil,Non-optimal temperature,Percent,1994,0.011709157,,
country,Brazil,Non-optimal temperature,Number,1995,11158.48086,,
country,Brazil,Non-optimal temperature,Percent,1995,0.011843269,,
country,Brazil,Non-optimal temperature,Number,1996,12694.78587,,
country,Brazil,Non-optimal temperature,Percent,1996,0.013283215,,
country,Brazil,Non-optimal temperature,Number,1997,11603.55242,,
country,Brazil,Non-optimal temperature,Percent,1997,0.012124517,,
country,Brazil,Non-optimal temperature,Number,1998,13497.73696,,
country,Brazil,Non-optimal temperature,Percent,1998,0.013876579,,
country,Brazil,Non-optimal temperature,Number,1999,13290.27602,,
country,Brazil,Non-optimal temperature,Percent,1999,0.01349101,,
country,Brazil,Non-optimal temperature,Number,2000,12228.78348,,
country,Brazil,Non-optimal temperature,Percent,2000,0.012315244,,
country,Brazil,Non-optimal temperature,Number,2001,11376.61025,,
country,Brazil,Non-optimal temperature,Percent,2001,0.011277128,,
country,Brazil,Non-optimal temperature,Number,2002,10910.66881,,
country,Brazil,Non-optimal temperature,Percent,2002,0.010624211,,
country,Brazil,Non-optimal temperature,Number,2003,13094.76811,,
country,Brazil,Non-optimal temperature,Percent,2003,0.012513297,,
country,Brazil,Non-optimal temperature,Number,2004,13827.7604,,
country,Brazil,Non-optimal temperature,Percent,2004,0.012991433,,
country,Brazil,Non-optimal temperature,Number,2005,12864.75895,,
country,Brazil,Non-optimal temperature,Percent,2005,0.012137723,,
country,Brazil,Non-optimal temperature,Number,2006,13620.08761,,
country,Brazil,Non-optimal temperature,Percent,2006,0.012621204,,
country,Brazil,Non-optimal temperature,Number,2007,13534.95769,,
country,Brazil,Non-optimal temperature,Percent,2007,0.012320713,,
country,Brazil,Non-optimal temperature,Number,2008,14633.52122,,
country,Brazil,Non-optimal temperature,Percent,2008,0.013039355,,
country,Brazil,Non-optimal temperature,Number,2009,14037.58133,,
country,Brazil,Non-optimal temperature,Percent,2009,0.012188717,,
